Stock,Date,Open,High,Low,Close,Volume,Market Cap
MSFT,2015-03-02,37.690402832335074,38.13920126484906,37.586834976328085,37.87165069580078,31924000,2918060130304
MSFT,2015-03-03,37.5954797852218,37.828510006338334,37.18983421968221,37.353816986083984,31748600,2918060130304
MSFT,2015-03-04,37.12078793764277,37.29340328751888,37.008590758732666,37.163944244384766,25748700,2918060130304
MSFT,2015-03-05,37.172568561323146,37.31929274143207,36.956800225911536,37.20709228515625,23193500,2918060130304
MSFT,2015-03-06,37.112158041572634,37.20709664706186,36.378546932115015,36.559791564941406,36248800,2918060130304
MSFT,2015-03-09,36.413068179924565,37.22435934139316,36.413068179924565,36.982696533203125,32108000,2918060130304
MSFT,2015-03-10,36.551154210526605,36.861861136121526,36.27497100830078,36.27497100830078,39159700,2918060130304
MSFT,2015-03-11,36.516650319879396,36.56843263602457,36.111004617462406,36.231834411621094,32215300,2918060130304
MSFT,2015-03-12,35.67082850011925,35.947011750263414,35.26518291106073,35.40327453613281,59992500,2918060130304
MSFT,2015-03-13,35.12709514892734,35.791662196533174,35.0494183955094,35.713985443115234,58007700,2918060130304
MSFT,2015-03-16,35.79165081644568,35.93837169716001,35.62766478227866,35.869327545166016,35273500,2918060130304
MSFT,2015-03-17,35.70534987430743,36.10236618762909,35.515475942577034,35.99016571044922,31673400,2918060130304
MSFT,2015-03-18,35.75713376073947,36.96543792335947,35.67082773156546,36.68062210083008,44194800,2918060130304
MSFT,2015-03-19,36.47347613719532,36.75829190596621,36.438955707459776,36.49937057495117,33879100,2918060130304
MSFT,2015-03-20,36.73241881452563,37.09490819763723,36.67200391734036,37.008602142333984,71904500,2918060130304
MSFT,2015-03-23,37.00859105747859,37.22435942347449,36.922281735661834,36.991329193115234,26246100,2918060130304
MSFT,2015-03-24,36.9222810191988,37.2588791368426,36.89638986933817,37.02585220336914,25513300,2918060130304
MSFT,2015-03-25,37.043114208519,37.051746787515306,35.765765783297404,35.78302764892578,43469900,2918060130304
MSFT,2015-03-26,35.57589713716495,35.91249533606848,35.31697240659481,35.567264556884766,37495600,2918060130304
MSFT,2015-03-27,35.489577902798004,35.757131846697916,35.23928911464548,35.3601188659668,34401400,2918060130304
MSFT,2015-03-30,35.4723159570956,35.852070365925655,35.30833319387776,35.35148620605469,35049700,2918060130304
MSFT,2015-03-31,35.19613151327236,35.41189985907195,34.98899574502842,35.09256362915039,34887200,2918060130304
MSFT,2015-04-01,35.040780774662615,35.17887239505321,34.79049197620486,35.144351959228516,36865300,2918060130304
MSFT,2015-04-02,35.09256777398651,35.16161523313224,34.62650730184501,34.773231506347656,37487500,2918060130304
MSFT,2015-04-06,34.81638809531917,36.059212856216206,34.678296455219495,35.8607063293457,39223700,2918060130304
MSFT,2015-04-07,35.912473180918255,36.171394459389774,35.653551902446736,35.84342575073242,28809400,2918060130304
MSFT,2015-04-08,35.78303218900619,35.981538730372264,35.42054284191109,35.74850845336914,24753400,2918060130304
MSFT,2015-04-09,35.60177125923545,35.92110743715357,35.60177125923545,35.80027770996094,25723900,2918060130304
MSFT,2015-04-10,35.92973524356597,36.205918381160515,35.73985810183372,36.00741195678711,28022000,2918060130304
MSFT,2015-04-13,35.731235166027076,36.300863400042545,35.72260258948985,36.04193878173828,30276700,2918060130304
MSFT,2015-04-14,36.07646525223975,36.27497172699976,35.72260531160434,35.94700622558594,24244400,2918060130304
MSFT,2015-04-15,36.04194729666648,36.646099394835524,35.972903129873366,36.47348403930664,27343600,2918060130304
MSFT,2015-04-16,36.205916696587266,36.54251467409686,36.09371627329656,36.38716125488281,22509700,2918060130304
MSFT,2015-04-17,35.96428034688073,36.02469853628138,35.524114198139976,35.92112731933594,42387600,2918060130304
MSFT,2015-04-20,36.01604670998257,37.25887101793323,35.97289370549682,37.03447341918945,46057700,2918060130304
MSFT,2015-04-21,37.112155769192924,37.241618094635584,36.70651022234536,36.801448822021484,26013800,2918060130304
MSFT,2015-04-22,36.82732919206175,37.22434533745645,36.72376133743661,37.103515625,25064300,2918060130304
MSFT,2015-04-23,37.01719516023774,37.63860868510736,36.93951846962904,37.40557861328125,46309500,2918060130304
MSFT,2015-04-24,39.40792780710264,41.54834925363569,39.39929852251023,41.3153190612793,130933700,2918060130304
MSFT,2015-04-27,40.76296434831255,41.53973187887373,40.754335061246046,41.45342254638672,59248200,2918060130304
MSFT,2015-04-28,41.23764584002993,42.47184106067788,41.1686016803243,42.428688049316406,60730800,2918060130304
MSFT,2015-04-29,42.04893923579027,42.558152699330435,41.859062024596476,42.342384338378906,47804600,2918060130304
MSFT,2015-04-30,42.0316668655561,42.7566485088307,41.945357567331094,41.979881286621094,64725500,2918060130304
MSFT,2015-05-01,41.928094837688135,42.18701612193288,41.772741408668736,41.99713897705078,38937300,2918060130304
