Stock,Date,Open,High,Low,Close,Volume,Market Cap
AAPL,2015-03-02,28.86510565639036,29.095132918211306,28.652945019761663,28.82937240600586,192386800,3564744474624
AAPL,2015-03-03,28.800335904670415,28.92539884630844,28.606038527466733,28.889665603637695,151265200,3564744474624
AAPL,2015-03-04,28.831605520231744,28.934334347098382,28.65741019840567,28.706539154052734,126665200,3564744474624
AAPL,2015-03-05,28.715472771397522,28.75343806710463,28.085688798004263,28.230852127075195,226068400,3564744474624
AAPL,2015-03-06,28.675267924113236,28.89189600988093,28.197348609489687,28.273279190063477,291368400,3564744474624
AAPL,2015-03-09,28.577017150519744,28.936576648869924,27.929366369537274,28.393888473510742,354114000,3564744474624
AAPL,2015-03-10,28.2308548693003,28.41174975782724,27.647969446430036,27.80653190612793,275426400,3564744474624
AAPL,2015-03-11,27.860130720009767,27.864596524336754,27.270545725249434,27.299577713012695,275756000,3564744474624
AAPL,2015-03-12,27.315207870580377,27.893627445138293,27.163344980721053,27.793128967285156,193450800,3564744474624
AAPL,2015-03-13,27.781968924628472,28.00529664636366,27.37551253922464,27.601072311401367,207309200,3564744474624
AAPL,2015-03-16,27.665832237473083,27.90479278564453,27.440272508651557,27.90479278564453,143497200,3564744474624
AAPL,2015-03-17,28.11695239857852,28.434077263061518,28.061120484246096,28.371545791625977,204092400,3564744474624
AAPL,2015-03-18,28.36261645709141,28.845005082401027,28.22192062663696,28.690908432006836,261083600,3564744474624
AAPL,2015-03-19,28.75343707963532,28.865100912954293,28.45194507044507,28.47427749633789,183238000,3564744474624
AAPL,2015-03-20,28.641768673457978,28.675266455021614,27.951687111573413,28.1169490814209,274780400,3564744474624
AAPL,2015-03-23,28.389418612509715,28.55244688380203,28.255420625767034,28.409517288208008,150838800,3564744474624
AAPL,2015-03-24,28.413981704634534,28.594874877800912,28.264350862901242,28.293384552001953,131369200,3564744474624
AAPL,2015-03-25,28.25988499182182,28.322416469959414,27.554168701171875,27.554168701171875,206620800,3564744474624
AAPL,2015-03-26,27.41570517516898,27.889158743873807,27.379971930211312,27.74622917175293,190291600,3564744474624
AAPL,2015-03-27,27.81993327678158,27.848965266226173,27.449210157386986,27.5251407623291,158184800,3564744474624
AAPL,2015-03-30,27.703807344526474,28.228627202530173,27.692640275776313,28.221927642822266,188398800,3564744474624
AAPL,2015-03-31,28.15939080017158,28.248722227049445,27.773034806918524,27.788667678833008,168362400,3564744474624
AAPL,2015-04-01,27.875759379277465,27.94275836104558,27.491635518697358,27.748462677001953,162485600,3564744474624
AAPL,2015-04-02,27.92266152159494,28.041024927702686,27.735067075051738,27.9874267578125,128880400,3564744474624
AAPL,2015-04-06,27.79759564933545,28.476511977725288,27.766329911515612,28.440778732299805,148776000,3564744474624
AAPL,2015-04-07,28.505546891149116,28.612743230731876,28.13482380296402,28.141523361206055,140049200,3564744474624
AAPL,2015-04-08,28.10578728625221,28.228618187856657,27.90925954754002,28.049955368041992,149316800,3564744474624
AAPL,2015-04-09,28.105784648045375,28.26881458361224,27.84002590093208,28.264347076416016,129936000,3564744474624
AAPL,2015-04-10,28.128125329345178,28.409518730392243,27.974030362936887,28.384952545166016,160752000,3564744474624
AAPL,2015-04-13,28.66857415662502,28.713242420297313,28.27551865336339,28.329116821289062,145460400,3564744474624
AAPL,2015-04-14,28.36261416455353,28.427379393486362,28.119187821464017,28.20628547668457,102098400,3564744474624
AAPL,2015-04-15,28.230848331930158,28.391642804577476,28.141516933445175,28.313478469848633,115881600,3564744474624
AAPL,2015-04-16,28.201821813915277,28.38495046060868,28.163856513664786,28.177255630493164,113476000,3564744474624
AAPL,2015-04-17,28.038783552000748,28.170546030793908,27.795355558638363,27.86012077331543,207828000,3564744474624
AAPL,2015-04-20,28.04325386237419,28.612738366244688,27.9539224586725,28.49660873413086,188217200,3564744474624
AAPL,2015-04-21,28.608272572451273,28.630603292235747,28.28891226937762,28.342512130737305,129740400,3564744474624
AAPL,2015-04-22,28.360379898256962,28.780235297985456,28.21075077059283,28.724403381347656,150618000,3564744474624
AAPL,2015-04-23,28.65294261424118,29.1263962151015,28.617209366856617,28.958900451660156,183083600,3564744474624
AAPL,2015-04-24,29.142029323860005,29.173295061822373,28.86063427448883,29.095129013061523,178103600,3564744474624
AAPL,2015-04-27,29.548476243202554,29.731606523499018,29.289415391533446,29.624406814575195,387816800,3564744474624
AAPL,2015-04-28,30.028645365723904,30.04650858372668,28.936573000869448,29.157665252685547,475696000,3564744474624
