Stock,Date,Open,High,Low,Close,Volume,Market Cap
GOOGL,2015-03-02,28.247599390268707,28.69547491713635,28.05579364137453,28.64715003967285,50406000,2064579952640
GOOGL,2015-03-03,28.71340949986156,28.93759717328608,28.421966474639298,28.834970474243164,50526000,2064579952640
GOOGL,2015-03-04,28.744298505858964,28.976456712108043,28.522602327994214,28.812053680419922,37964000,2064579952640
GOOGL,2015-03-05,28.876322518443207,29.054674927525504,28.8070735804682,28.966495513916016,35918000,2064579952640
GOOGL,2015-03-06,28.994890883167116,29.033749573862625,28.499686310700767,28.541534423828125,37592000,2064579952640
GOOGL,2015-03-09,28.442890370336176,28.668571803444692,28.349727958799324,28.601316452026367,23478000,2064579952640
GOOGL,2015-03-10,28.321332664775984,28.385102577060128,27.889896092670202,27.89139175415039,40080000,2064579952640
GOOGL,2015-03-11,27.888900454854564,28.107109294425825,27.670193694939393,27.68414306640625,40524000,2064579952640
GOOGL,2015-03-12,27.823138630992865,27.990531087212972,27.67617231146047,27.9571533203125,35602000,2064579952640
GOOGL,2015-03-13,27.860504358682217,28.116078134301755,27.41711198478094,27.550128936767578,35428000,2064579952640
GOOGL,2015-03-16,27.74592012014751,28.085688048561384,27.466432862726016,27.98056983947754,36856000,2064579952640
GOOGL,2015-03-17,27.813672287392357,27.930748182206532,27.620374671369948,27.779796600341797,28892000,2064579952640
GOOGL,2015-03-18,27.78577273122883,28.223188132648747,27.575036506825903,28.205751419067383,35324000,2064579952640
GOOGL,2015-03-19,28.124049222487198,28.24560830738002,28.00448371950974,28.081703186035156,24660000,2064579952640
GOOGL,2015-03-20,28.23315305675095,28.252581452183758,28.12205600694061,28.145469665527344,44320000,2064579952640
GOOGL,2015-03-23,28.197781274364225,28.37912501074445,28.051312868428173,28.16639518737793,30234000,2064579952640
GOOGL,2015-03-24,28.324322082828658,28.988912704860034,28.301902364303913,28.77269744873047,79156000,2064579952640
GOOGL,2015-03-25,28.774191225121243,28.898739726776128,28.247600555419922,28.247600555419922,53070000,2064579952640
GOOGL,2015-03-26,28.13052628889912,28.257068379703597,27.814671832946374,28.08020782470703,49842000,2064579952640
GOOGL,2015-03-27,27.990031699963605,28.101628565387724,27.745917714102873,27.776805877685547,34552000,2064579952640
GOOGL,2015-03-30,27.911320242754304,28.006474341079354,27.738944780366822,27.955657958984375,24788000,2064579952640
GOOGL,2015-03-31,27.796236460933397,28.020922069955617,27.63332718394088,27.634822845458984,34932000,2064579952640
GOOGL,2015-04-01,27.64129901217455,27.824134601619633,27.202887752769538,27.375263214111328,38902000,2064579952640
GOOGL,2015-04-02,27.27163774290591,27.30103024565986,26.924395331119513,26.96773910522461,47760000,2064579952640
GOOGL,2015-04-06,26.844686208217446,27.178477192306758,26.68825369528826,27.09926414489746,33718000,2064579952640
GOOGL,2015-04-07,27.151076680191366,27.408642141968798,27.081329820153353,27.14459991455078,27318000,2064579952640
GOOGL,2015-04-08,27.201391051089285,27.475399265526285,27.201391051089285,27.342878341674805,28386000,2064579952640
GOOGL,2015-04-09,27.36131347684532,27.369284003131412,26.999623765069007,27.302026748657227,32366000,2064579952640
GOOGL,2015-04-10,27.379246656504364,27.39319602699351,27.15057580436046,27.327932357788086,26104000,2064579952640
GOOGL,2015-04-13,27.25370321059925,27.563578793776024,27.216338281153988,27.332914352416992,29326000,2064579952640
GOOGL,2015-04-14,27.22979181083736,27.22979181083736,26.690247585756453,26.891517639160156,47206000,2064579952640
GOOGL,2015-04-15,26.800845398141572,27.061400269721776,26.522353991612874,26.954288482666016,46962000,2064579952640
GOOGL,2015-04-16,26.82027534792778,27.163032706277725,26.807821637361023,27.077842712402344,31722000,2064579952640
GOOGL,2015-04-17,26.768461769944853,26.89251235173191,26.35446381077161,26.540786743164062,49234000,2064579952640
GOOGL,2015-04-20,26.591105855906818,27.191430563094393,26.57117763896779,27.128158569335938,38508000,2064579952640
GOOGL,2015-04-21,27.216836954716246,27.28957323385954,27.012577488616333,27.047948837280273,29128000,2064579952640
GOOGL,2015-04-22,27.054923022618095,27.45048841685081,26.968237373747915,27.359817504882812,31806000,2064579952640
GOOGL,2015-04-23,27.42109592203492,27.95715276826914,27.404655048849566,27.772321701049805,78184000,2064579952640
GOOGL,2015-04-24,28.897745061659617,29.12940536018005,28.314857061963938,28.57939910888672,92168000,2064579952640
GOOGL,2015-04-27,28.535059632732025,28.67206185053148,28.01345004308136,28.203760147094727,48062000,2064579952640
GOOGL,2015-04-28,28.114083738931352,28.288950701569892,27.946691282765354,28.116575241088867,37178000,2064579952640
GOOGL,2015-04-29,27.924271250190376,28.18980912359888,27.849045370105287,27.96811294555664,33622000,2064579952640
